2025-01-09T00:08:51.969Z [INFO]: Servidor corriendo en el puerto 3301
2025-01-09T00:09:06.760Z [INFO]: Servidor corriendo en el puerto 3301
2025-01-09T00:18:07.568Z [INFO]: Servidor corriendo en el puerto 3301
2025-01-09T00:24:56.179Z [INFO]: Servidor corriendo en el puerto 3301
2025-01-09T00:34:30.337Z [INFO]: Servidor corriendo en el puerto 3301
2025-01-09T00:34:35.935Z [INFO]: Servidor corriendo en el puerto 3301
2025-01-09T00:34:36.971Z [INFO]: Servidor corriendo en el puerto 3301
2025-01-09T00:35:14.358Z [INFO]: Servidor corriendo en el puerto 3301
2025-01-09T00:36:53.035Z [INFO]: Servidor corriendo en el puerto 3301
2025-01-09T00:38:08.532Z [INFO]: Servidor corriendo en el puerto 3301
2025-01-09T00:39:21.366Z [INFO]: Servidor corriendo en el puerto 3301
2025-01-09T00:40:14.234Z [INFO]: Servidor corriendo en el puerto 3301
2025-01-09T00:40:40.939Z [INFO]: Servidor corriendo en el puerto 3301
2025-01-09T00:49:13.005Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T00:49:13.010Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T14:22:19.724Z [INFO]: Servidor corriendo en el puerto 3301
2025-01-09T15:19:46.100Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T15:19:46.104Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T15:24:15.424Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T15:24:15.429Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T15:25:38.715Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T15:25:38.717Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T15:27:43.954Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T15:27:43.957Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T15:33:42.657Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T15:33:42.661Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T19:34:28.440Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T19:34:28.449Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T19:34:45.335Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T19:34:45.349Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:11:48.592Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:11:48.599Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:11:54.601Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:11:54.604Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:13:08.417Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:13:08.420Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:14:16.443Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:14:16.446Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:15:51.079Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:15:51.084Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:21:20.494Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:21:20.498Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:29:58.427Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:29:58.429Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:31:17.409Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:31:17.425Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:33:32.404Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:33:32.420Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:34:45.368Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:34:45.371Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:34:58.661Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:34:58.666Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:35:15.505Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:35:15.508Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:37:10.700Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:37:10.703Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T20:52:58.492Z [INFO]: Servidor corriendo en el puerto 3301
2025-01-09T21:05:33.452Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T21:05:33.456Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T21:15:14.953Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T21:15:14.957Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T21:36:18.999Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T21:36:19.003Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T21:41:37.423Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T21:41:37.429Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T22:09:39.774Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T22:09:39.781Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T22:11:22.279Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T22:11:22.284Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T22:11:37.303Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T22:11:37.307Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T22:13:29.991Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T22:13:29.995Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T22:15:41.402Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T22:15:41.406Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T22:24:07.318Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T22:24:07.322Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T22:27:59.840Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T22:27:59.844Z [ERROR]: GET /patients - Ruta no encontrada.
2025-01-09T22:34:54.605Z [ERROR]: GET /patients - Ruta no encontrada.
